movieId,title,genres
137,ManoftheYear(1995),Documentary
138,NeonBibleThe(1995),Drama
139,Target(1995),Action|Drama
140,UpCloseandPersonal(1996),Drama|Romance
141,BirdcageThe(1996),Comedy
142,Shadows(Cienie)(1988),Drama
143,Gospa(1995),Drama
144,BrothersMcMullenThe(1995),Comedy
145,BadBoys(1995),Action
146,AmazingPandaAdventureThe(1995),Adventure|Children's
147,BasketballDiariesThe(1995),Drama
148,AwfullyBigAdventureAn(1995),Drama
149,Amateur(1994),Crime|Drama|Thriller
150,Apollo13(1995),Drama
151,RobRoy(1995),Drama|Romance|War
152,AddictionThe(1995),Horror
153,BatmanForever(1995),Action|Adventure|Comedy|Crime
154,Belledejour(1967),Drama
155,BeyondRangoon(1995),Drama|War
156,BlueintheFace(1995),Comedy
157,CanadianBacon(1994),Comedy|War
158,Casper(1995),Adventure|Children's
159,Clockers(1995),Drama
160,Congo(1995),Action|Adventure|Mystery|Sci-Fi
161,CrimsonTide(1995),Drama|Thriller|War
162,Crumb(1994),Documentary
163,Desperado(1995),Action|Romance|Thriller
164,DevilinaBlueDress(1995),Crime|Film-Noir|Mystery|Thriller
165,DieHard:WithaVengeance(1995),Action|Thriller
166,DoomGenerationThe(1995),Comedy|Drama
167,FeastofJuly(1995),Drama
168,FirstKnight(1995),Action|Adventure|Drama|Romance
169,FreeWilly2:TheAdventureHome(1995),Adventure|Children's|Drama
170,Hackers(1995),Action|Crime|Thriller
171,Jeffrey(1995),Comedy
172,JohnnyMnemonic(1995),Action|Sci-Fi|Thriller
173,JudgeDredd(1995),Action|Adventure|Sci-Fi
174,JuryDuty(1995),Comedy
175,Kids(1995),Drama
176,LivinginOblivion(1995),Comedy
177,LordofIllusions(1995),Horror
178,Love&HumanRemains(1993),Comedy
179,MadLove(1995),Drama|Romance
180,Mallrats(1995),Comedy
181,MightyMorphinPowerRangers:TheMovie(1995),Action|Children's
182,MoonlightandValentino(1995),Drama|Romance
183,MuteWitness(1994),Thriller
184,Nadja(1994),Drama
185,NetThe(1995),Sci-Fi|Thriller
186,NineMonths(1995),Comedy
187,PartyGirl(1995),Comedy
188,ProphecyThe(1995),Horror
189,Reckless(1995),Comedy
190,Safe(1995),Thriller
191,ScarletLetterThe(1995),Drama
192,ShowThe(1995),Documentary
193,Showgirls(1995),Drama
194,Smoke(1995),Drama
195,SomethingtoTalkAbout(1995),Comedy|Drama|Romance
196,Species(1995),Horror|Sci-Fi
197,StarsFellonHenriettaThe(1995),Drama
198,StrangeDays(1995),Action|Crime|Sci-Fi
199,UmbrellasofCherbourgThe(ParapluiesdeCherbourgLes)(1964),Drama|Musical
200,TieThatBindsThe(1995),Thriller
201,ThreeWishes(1995),Drama
202,TotalEclipse(1995),Drama|Romance
203,ToWongFooThanksforEverything!JulieNewmar(1995),Comedy
204,UnderSiege2:DarkTerritory(1995),Action
205,UnstrungHeroes(1995),Comedy|Drama
206,Unzipped(1995),Documentary
207,WalkintheCloudsA(1995),Drama|Romance
208,Waterworld(1995),Action|Adventure
209,WhiteMan'sBurden(1995),Drama
210,WildBill(1995),Western
211,BrowningVersionThe(1994),Drama
212,Bushwhacked(1995),Comedy
213,BurntBytheSun(Utomlyonnyesolntsem)(1994),Drama
214,BeforetheRain(Preddozhdot)(1994),Drama
215,BeforeSunrise(1995),Drama|Romance
216,BillyMadison(1995),Comedy
217,BabysitterThe(1995),Drama|Thriller
218,BoysontheSide(1995),Comedy|Drama
219,CureThe(1995),Drama
220,CastleFreak(1995),Horror
222,CircleofFriends(1995),Drama|Romance
223,Clerks(1994),Comedy
224,DonJuanDeMarco(1995),Comedy|Drama|Romance
225,Disclosure(1994),Drama|Thriller
226,DreamMan(1995),Thriller
227,DropZone(1994),Action
228,DestinyTurnsontheRadio(1995),Comedy
229,DeathandtheMaiden(1994),Drama|Thriller
230,DoloresClaiborne(1994),Drama|Thriller
231,Dumb&Dumber(1994),Comedy
232,EatDrinkManWoman(1994),Comedy|Drama
233,Exotica(1994),Drama
234,ExittoEden(1994),Comedy
235,EdWood(1994),Comedy|Drama
236,FrenchKiss(1995),Comedy|Romance
237,ForgetParis(1995),Comedy|Romance
238,FarFromHome:TheAdventuresofYellowDog(1995),Adventure|Children's
239,GoofyMovieA(1995),Animation|Children's|Comedy|Romance
240,Hideaway(1995),Thriller
241,Fluke(1995),Children's|Drama
242,Farinelli:ilcastrato(1994),Drama|Musical
243,Gordy(1995),Comedy
244,Gumby:TheMovie(1995),Animation|Children's
245,GlassShieldThe(1994),Crime|Drama
246,HoopDreams(1994),Documentary
247,HeavenlyCreatures(1994),Drama|Fantasy|Romance|Thriller
248,Houseguest(1994),Comedy
249,ImmortalBeloved(1994),Drama|Romance
250,Heavyweights(1994),Children's|Comedy
251,HuntedThe(1995),Action
252,I.Q.(1994),Comedy|Romance
253,InterviewwiththeVampire(1994),Drama|Horror
254,JeffersoninParis(1995),Drama
255,JerkyBoysThe(1994),Comedy
256,Junior(1994),Comedy|Sci-Fi
257,JustCause(1995),Mystery|Thriller
258,KidinKingArthur'sCourtA(1995),Adventure|Children's|Comedy|Fantasy|Romance
259,KissofDeath(1995),Crime|Drama|Thriller
260,StarWars:EpisodeIV-ANewHope(1977),Action|Adventure|Fantasy|Sci-Fi
261,LittleWomen(1994),Drama
262,LittlePrincessA(1995),Children's|Drama
263,LadybirdLadybird(1994),Drama
264,EnferL'(1994),Drama
265,LikeWaterforChocolate(Comoaguaparachocolate)(1992),Drama|Romance
266,LegendsoftheFall(1994),Drama|Romance|War|Western
267,MajorPayne(1994),Comedy
268,LittleOdessa(1994),Drama
269,MyCrazyLife(Mividaloca)(1993),Drama
270,LoveAffair(1994),Drama|Romance
271,LosingIsaiah(1995),Drama
272,MadnessofKingGeorgeThe(1994),Drama
273,MaryShelley'sFrankenstein(1994),Drama|Horror
274,ManoftheHouse(1995),Comedy
275,MixedNuts(1994),Comedy
276,MilkMoney(1994),Comedy|Romance
277,Miracleon34thStreet(1994),Drama
278,MiamiRhapsody(1995),Comedy
279,MyFamily(1995),Drama
280,MurderintheFirst(1995),Drama|Thriller
281,Nobody'sFool(1994),Drama
282,Nell(1994),Drama
283,NewJerseyDrive(1995),Crime|Drama
284,NewYorkCop(1996),Action|Crime
285,BeyondBedlam(1993),Drama|Horror
286,Nemesis2:Nebula(1995),Action|Sci-Fi|Thriller
287,NinaTakesaLover(1994),Comedy|Romance
288,NaturalBornKillers(1994),Action|Thriller
289,OnlyYou(1994),Comedy|Romance
290,OnceWereWarriors(1994),Crime|Drama
291,PoisonIvyII(1995),Thriller
292,Outbreak(1995),Action|Drama|Thriller
293,ProfessionalThe(a.k.a.Leon:TheProfessional)(1994),Crime|Drama|Romance|Thriller
294,PerezFamilyThe(1995),Comedy|Romance
295,Pyromaniac'sLoveStoryA(1995),Comedy|Romance
296,PulpFiction(1994),Crime|Drama
297,Panther(1995),Drama
298,PushingHands(1992),Comedy
299,Priest(1994),Drama
300,QuizShow(1994),Drama
301,PictureBride(1995),Drama|Romance
302,QueenMargot(LaReineMargot)(1994),Drama|Romance
303,QuickandtheDeadThe(1995),Action|Adventure|Western
304,Roommates(1995),Comedy|Drama
305,ReadytoWear(Pret-A-Porter)(1994),Comedy
306,ThreeColors:Red(1994),Drama
307,ThreeColors:Blue(1993),Drama
308,ThreeColors:White(1994),Drama
309,RedFirecrackerGreenFirecracker(1994),Drama
310,Rent-a-Kid(1995),Comedy
311,RelativeFear(1994),Horror|Thriller
312,StuartSavesHisFamily(1995),Comedy
313,SwanPrincessThe(1994),Animation|Children's
314,SecretofRoanInishThe(1994),Drama
315,SpecialistThe(1994),Action
316,Stargate(1994),Action|Adventure|Sci-Fi
317,SantaClauseThe(1994),Children's|Comedy|Fantasy
318,ShawshankRedemptionThe(1994),Drama
319,ShallowGrave(1994),Thriller
320,Suture(1993),Film-Noir|Thriller
321,StrawberryandChocolate(Fresaychocolate)(1993),Drama
322,SwimmingwithSharks(1995),Comedy|Drama
324,SumofUsThe(1994),Comedy
325,NationalLampoon'sSeniorTrip(1995),Comedy
326,ToLive(Huozhe)(1994),Drama
327,TankGirl(1995),Action|Comedy|Musical|Sci-Fi
328,TalesFromtheCryptPresents:DemonKnight(1995),Horror
329,StarTrek:Generations(1994),Action|Adventure|Sci-Fi
330,TalesfromtheHood(1995),Comedy|Horror
331,Tom&Viv(1994),Drama
332,VillageoftheDamned(1995),Horror|Sci-Fi
333,TommyBoy(1995),Comedy
334,Vanyaon42ndStreet(1994),Drama
335,UnderneathThe(1995),Mystery|Thriller
336,WalkingDeadThe(1995),Drama|War
337,What'sEatingGilbertGrape(1993),Drama
338,Virtuosity(1995),Sci-Fi|Thriller
339,WhileYouWereSleeping(1995),Comedy|Romance
340,WarThe(1994),Adventure|Drama
341,DoubleHappiness(1994),Drama
342,Muriel'sWedding(1994),Comedy|Romance
343,Baby-SittersClubThe(1995),Children's
344,AceVentura:PetDetective(1994),Comedy
345,AdventuresofPriscillaQueenoftheDesertThe(1994),Comedy|Drama
346,Backbeat(1993),Drama|Musical
347,BitterMoon(1992),Drama
348,BulletsOverBroadway(1994),Comedy
349,ClearandPresentDanger(1994),Action|Adventure|Thriller
350,ClientThe(1994),Drama|Mystery|Thriller
351,CorrinaCorrina(1994),Comedy|Drama|Romance
352,Crooklyn(1994),Comedy
353,CrowThe(1994),Action|Romance|Thriller
354,Cobb(1994),Drama
355,FlintstonesThe(1994),Children's|Comedy
356,ForrestGump(1994),Comedy|Romance|War
357,FourWeddingsandaFuneral(1994),Comedy|Romance
358,HigherLearning(1995),Drama
359,ILikeItLikeThat(1994),Comedy|Drama|Romance
360,ILoveTrouble(1994),Action|Comedy
361,ItCouldHappentoYou(1994),Drama|Romance
362,JungleBookThe(1994),Adventure|Children's|Romance
363,WonderfulHorribleLifeofLeniRiefenstahlThe(DieMachtderBilder)(1993),Documentary
364,LionKingThe(1994),Animation|Children's|Musical
365,LittleBuddha(1993),Drama
366,WesCraven'sNewNightmare(1994),Horror
367,MaskThe(1994),Comedy|Crime|Fantasy
368,Maverick(1994),Action|Comedy|Western
369,Mrs.ParkerandtheViciousCircle(1994),Drama
370,NakedGun331/3TheFinalInsult(1994),Comedy
371,PaperThe(1994),Comedy|Drama
372,RealityBites(1994),Comedy|Drama
373,RedRockWest(1992),Thriller
374,RichieRich(1994),Children's|Comedy
375,SafePassage(1994),Drama
376,RiverWildThe(1994),Action|Thriller
377,Speed(1994),Action|Romance|Thriller
378,Speechless(1994),Comedy|Romance
379,Timecop(1994),Action|Sci-Fi
380,TrueLies(1994),Action|Adventure|Comedy|Romance
381,WhenaManLovesaWoman(1994),Drama
382,Wolf(1994),Drama|Horror
383,WyattEarp(1994),Western
384,BadCompany(1995),Action
385,ManofNoImportanceA(1994),Drama
386,S.F.W.(1994),Drama
387,LowDownDirtyShameA(1994),Action|Comedy
388,BoysLife(1995),Drama
389,ColonelChabertLe(1994),Drama|Romance|War
390,FasterPussycat!Kill!Kill!(1965),Action|Comedy|Drama
391,Jason'sLyric(1994),Crime|Drama
392,SecretAdventuresofTomThumbThe(1993),Adventure|Children's
393,StreetFighter(1994),Action
394,Coldblooded(1995),Action
395,DesertWinds(1995),Drama
396,FallTime(1995),Drama
397,FearThe(1995),Horror
398,FrankandOllie(1995),Documentary
399,GirlintheCadillac(1995),Drama
400,Homage(1995),Drama
401,Mirage(1995),Action|Thriller
402,OpenSeason(1996),Comedy
403,TwoCrimes(1995),Comedy|Crime|Drama
404,BrotherMinister:TheAssassinationofMalcolmX(1994),Documentary
405,HighlanderIII:TheSorcerer(1994),Action|Sci-Fi
406,FederalHill(1994),Drama
407,IntheMouthofMadness(1995),Horror|Thriller
408,8Seconds(1994),Drama
409,AbovetheRim(1994),Drama
410,AddamsFamilyValues(1993),Comedy
411,YouSoCrazy(1994),Comedy
412,AgeofInnocenceThe(1993),Drama
413,Airheads(1994),Comedy
414,AirUpThereThe(1994),Comedy
415,AnotherStakeout(1993),Comedy|Thriller
416,BadGirls(1994),Western
417,Barcelona(1994),Comedy|Romance
418,BeingHuman(1993),Drama
419,BeverlyHillbilliesThe(1993),Comedy
420,BeverlyHillsCopIII(1994),Action|Comedy
421,BlackBeauty(1994),Adventure|Children's
422,Blink(1994),Thriller
423,BlownAway(1994),Action|Thriller
424,BlueChips(1994),Drama
425,BlueSky(1994),Drama|Romance
426,BodySnatchers(1993),Horror|Sci-Fi|Thriller
427,BoxingHelena(1993),Mystery|Romance|Thriller
428,BronxTaleA(1993),Drama
429,CabinBoy(1994),Comedy
430,CalendarGirl(1993),Drama
431,Carlito'sWay(1993),Crime|Drama
432,CitySlickersII:TheLegendofCurly'sGold(1994),Comedy|Western
433,CleanSlate(1994),Comedy
434,Cliffhanger(1993),Action|Adventure|Crime
435,Coneheads(1993),Comedy|Sci-Fi
436,ColorofNight(1994),Drama|Thriller
437,CopsandRobbersons(1994),Comedy
438,CowboyWayThe(1994),Action|Comedy
439,DangerousGame(1993),Drama
440,Dave(1993),Comedy|Romance
441,DazedandConfused(1993),Comedy
442,DemolitionMan(1993),Action|Sci-Fi
443,EndlessSummer2The(1994),Documentary
444,EvenCowgirlsGettheBlues(1993),Comedy|Romance
445,FatalInstinct(1993),Comedy
446,FarewellMyConcubine(1993),Drama|Romance
447,FavorThe(1994),Comedy|Romance
448,Fearless(1993),Drama
449,FearofaBlackHat(1993),Comedy
450,WithHonors(1994),Comedy|Drama
451,FleshandBone(1993),Drama|Mystery|Romance
452,Widows'Peak(1994),Drama
453,ForLoveorMoney(1993),Comedy
454,FirmThe(1993),Drama|Thriller
455,FreeWilly(1993),Adventure|Children's|Drama
456,Fresh(1994),Drama
457,FugitiveThe(1993),Action|Thriller
458,Geronimo:AnAmericanLegend(1993),Drama|Western
459,GetawayThe(1994),Action
460,GettingEvenwithDad(1994),Comedy
461,GoFish(1994),Drama|Romance
462,GoodManinAfricaA(1994),Action|Adventure
463,GuiltyasSin(1993),Crime|Drama|Thriller
464,HardTarget(1993),Action|Adventure|Crime|Thriller
465,Heaven&Earth(1993),Action|Drama|War
466,HotShots!PartDeux(1993),Action|Comedy|War
467,LiveNudeGirls(1995),Comedy
468,EnglishmanWhoWentUpaHillButCameDownaMountainThe(1995),Comedy|Romance
469,HouseoftheSpiritsThe(1993),Drama|Romance
470,HouseParty3(1994),Comedy
471,HudsuckerProxyThe(1994),Comedy|Romance
472,I'llDoAnything(1994),Comedy|Drama
473,IntheArmyNow(1994),Comedy|War
474,IntheLineofFire(1993),Action|Thriller
475,IntheNameoftheFather(1993),Drama
476,InkwellThe(1994),Comedy|Drama
477,What'sLoveGottoDowithIt?(1993),Drama
478,JimmyHollywood(1994),Comedy
479,JudgmentNight(1993),Action
480,JurassicPark(1993),Action|Adventure|Sci-Fi
481,Kalifornia(1993),Drama|Thriller
482,KillingZoe(1994),Thriller
483,KingoftheHill(1993),Drama
484,Lassie(1994),Adventure|Children's
485,LastActionHero(1993),Action|Comedy
486,LifewithMikey(1993),Comedy
487,LightningJack(1994),Comedy|Western
488,M.Butterfly(1993),Drama
489,MadeinAmerica(1993),Comedy
490,Malice(1993),Thriller
491,ManWithoutaFaceThe(1993),Drama
492,ManhattanMurderMystery(1993),Comedy|Mystery
493,MenaceIISociety(1993),Action|Crime|Drama
494,ExecutiveDecision(1996),Action|Thriller
495,IntheRealmoftheSenses(Ainocorrida)(1976),Drama
496,WhatHappenedWas...(1994),Comedy|Drama|Romance
497,MuchAdoAboutNothing(1993),Comedy|Romance
498,Mr.Jones(1993),Drama|Romance
499,Mr.Wonderful(1993),Comedy|Romance
500,Mrs.Doubtfire(1993),Comedy
501,Naked(1993),Drama
502,NextKarateKidThe(1994),Action|Children's
503,NewAgeThe(1994),Drama
504,NoEscape(1994),Action|Sci-Fi
505,North(1994),Comedy
506,Orlando(1993),Drama
507,PerfectWorldA(1993),Action|Drama
508,Philadelphia(1993),Drama
509,PianoThe(1993),Drama|Romance
510,PoeticJustice(1993),Drama
511,ProgramThe(1993),Action|Drama
512,RobertA.Heinlein'sThePuppetMasters(1994),Horror|Sci-Fi
513,RadiolandMurders(1994),Comedy|Mystery|Romance
514,RefThe(1994),Comedy
515,RemainsoftheDayThe(1993),Drama
516,RenaissanceMan(1994),Comedy|Drama|War
517,RisingSun(1993),Action|Drama|Mystery
518,RoadtoWellvilleThe(1994),Comedy
519,Robocop3(1993),Sci-Fi|Thriller
520,RobinHood:MeninTights(1993),Comedy
521,RomeoIsBleeding(1993),Crime|Thriller
522,RomperStomper(1992),Action|Drama
523,RubyinParadise(1993),Drama
524,Rudy(1993),Drama
525,SaintofFortWashingtonThe(1993),Drama
526,SavageNights(NuitsfauvesLes)(1992),Drama
527,Schindler'sList(1993),Drama|War
528,ScoutThe(1994),Drama
529,SearchingforBobbyFischer(1993),Drama
530,SecondBest(1994),Drama
531,SecretGardenThe(1993),Children's|Drama
532,SerialMom(1994),Comedy|Crime|Horror
533,ShadowThe(1994),Action
534,Shadowlands(1993),Drama|Romance
535,ShortCuts(1993),Drama
536,SimpleTwistofFateA(1994),Drama
537,Sirens(1994),Comedy|Drama
538,SixDegreesofSeparation(1993),Drama
539,SleeplessinSeattle(1993),Comedy|Romance
540,Sliver(1993),Thriller
541,BladeRunner(1982),Film-Noir|Sci-Fi
542,SoninLaw(1993),Comedy
543,SoIMarriedanAxeMurderer(1993),Comedy|Romance|Thriller
544,StrikingDistance(1993),Action
545,Harlem(1993),Drama
546,SuperMarioBros.(1993),Action|Adventure|Children's|Sci-Fi
547,SurvivingtheGame(1994),Action|Adventure|Thriller
548,TerminalVelocity(1994),Action
549,Thirty-TwoShortFilmsAboutGlennGould(1993),Documentary
550,Threesome(1994),Comedy|Romance
551,NightmareBeforeChristmasThe(1993),Children's|Comedy|Musical
552,ThreeMusketeersThe(1993),Action|Adventure|Comedy
553,Tombstone(1993),Western
554,TrialbyJury(1994),Thriller
555,TrueRomance(1993),Action|Crime|Romance
556,WarRoomThe(1993),Documentary
557,MammaRoma(1962),Drama
558,PagemasterThe(1994),Action|Adventure|Animation|Children's|Fantasy
559,ParisFrance(1993),Comedy
560,BeansofEgyptMaineThe(1994),Drama
561,Killer(BulletproofHeart)(1994),Thriller
562,WelcometotheDollhouse(1995),Comedy|Drama
563,Germinal(1993),Drama
564,Chasers(1994),Comedy
565,Cronos(1992),Horror
566,NakedinNewYork(1994),Comedy|Romance
567,Kika(1993),Drama
568,BhajiontheBeach(1993),Comedy|Drama
569,LittleBigLeague(1994),Children's|Comedy
570,SlingshotThe(K錮isbellan)(1993),Comedy|Drama
571,WeddingGiftThe(1994),Drama
572,ForeignStudent(1994),Drama
573,CiaoProfessore!(Iosperiamochemelacavo)(1993),Drama
574,SpankingtheMonkey(1994),Comedy|Drama
575,LittleRascalsThe(1994),Children's|Comedy
576,Fausto(1993),Comedy
577,Andre(1994),Adventure|Children's
578,HourofthePigThe(1993),Drama|Mystery
579,ScortaLa(1993),Thriller
580,PrincessCaraboo(1994),Drama
581,CelluloidClosetThe(1995),Documentary
582,Metisse(Caf?auLait)(1993),Comedy
583,DearDiary(CaroDiario)(1994),Comedy|Drama
584,IDon'tWanttoTalkAboutIt(Deesonosehabla)(1993),Drama
585,BradyBunchMovieThe(1995),Comedy
586,HomeAlone(1990),Children's|Comedy
587,Ghost(1990),Comedy|Romance|Thriller
588,Aladdin(1992),Animation|Children's|Comedy|Musical
589,Terminator2:JudgmentDay(1991),Action|Sci-Fi|Thriller
590,DanceswithWolves(1990),Adventure|Drama|Western
591,ToughandDeadly(1995),Action|Drama|Thriller
592,Batman(1989),Action|Adventure|Crime|Drama
593,SilenceoftheLambsThe(1991),Drama|Thriller
594,SnowWhiteandtheSevenDwarfs(1937),Animation|Children's|Musical
595,BeautyandtheBeast(1991),Animation|Children's|Musical
596,Pinocchio(1940),Animation|Children's
597,PrettyWoman(1990),Comedy|Romance
598,WindowtoParis(1994),Comedy
599,WildBunchThe(1969),Western
600,Loveanda0.45(1994),Thriller
601,WoodenMan'sBrideThe(WuKui)(1994),Drama
602,GreatDayinHarlemA(1994),Documentary
603,ByeByeLove(1995),Comedy
604,Criminals(1996),Documentary
605,OneFineDay(1996),Drama|Romance
606,Candyman:FarewelltotheFlesh(1995),Horror
607,Century(1993),Drama
608,Fargo(1996),Crime|Drama|Thriller
609,HomewardBoundII:LostinSanFrancisco(1996),Adventure|Children's
610,HeavyMetal(1981),Action|Adventure|Animation|Horror|Sci-Fi
611,Hellraiser:Bloodline(1996),Action|Horror|Sci-Fi
612,PallbearerThe(1996),Comedy
613,JaneEyre(1996),Drama|Romance
614,Loaded(1994),Drama|Thriller
615,BreadandChocolate(Paneecioccolata)(1973),Drama
616,AristocatsThe(1970),Animation|Children's
617,FlowerofMySecretThe(LaFlordeMiSecreto)(1995),Drama
618,TwoMuch(1996),Comedy|Romance
619,Ed(1996),Comedy
620,ScreamofStone(SchreiausStein)(1991),Drama
621,MyFavoriteSeason(1993),Drama
623,ModernAffairA(1995),Romance
624,ConditionRed(1995),Action|Drama|Thriller
625,AsfourStah(1990),Drama
626,ThinLineBetweenLoveandHateA(1996),Comedy
627,LastSupperThe(1995),Drama|Thriller
628,PrimalFear(1996),Drama|Thriller
629,Rude(1995),Drama
630,CarriedAway(1996),Drama|Romance
631,AllDogsGotoHeaven2(1996),Animation|Children's|Musical
632,LandandFreedom(Tierraylibertad)(1995),War
633,DeniseCallsUp(1995),Comedy
634,TheodoreRex(1995),Comedy
635,FamilyThingA(1996),Comedy|Drama
636,Frisk(1995),Drama
637,Sgt.Bilko(1996),Comedy
638,JackandSarah(1995),Romance
639,Girl6(1996),Comedy
640,Diabolique(1996),Drama|Thriller
641,LittleIndianBigCity(Unindiendanslaville)(1994),Comedy
